"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons","Collection methods","Prediction methods","Study region","Time period","Vegetation grouping","General conclusions","Interactions with fauna,"
1844664,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Eolian sedimentation and soil development on a semiarid to subhumid grassland, tertiary Ogallala and Quaternary Blackwater Draw Formations, Texas and New Mexico High Plains","Eolian sediments have accumulated as non-glacigenic loess and thin sand sheets on the Central and Southern High Plains grasslands of Texas and New Mexico since the late Miocene. Locally as much as 110 m of eolian sediments with numerous paleosols are preserved in the Quaternary Blackwater Draw Formation and the upper part of the Miocene-Pliocene Ogallala Formation. These sediments and paleosols, which cover more than 130,000 km 2, are similar to recent surface sediments and soils and record a long period of episodic eolian transport and sedimentation, and pedogenesis on a stable low-relief grass-covered landscape. Eolian sections, which comprise the fine sand to coarse silt lithofacies of the Ogallala Formation, and the very fine to fine sand and sandy mud lithofacies of the Blackwater Draw Formation, generally lack primary sedimentary structures. Grain size of Ogallala sediments decreases from west to east, and grain size of Blackwater Draw sediments decreases from southwest to northeast. Soil horizonation is well developed in most sections, and buried calcic and argillic horizons are common. Calcic horizons are characterized by sharply increased CaCO 3 content in the form of filaments, nodules, and petrocalcic horizons (calcretes). Argillic horizons are characterized by increased illuvial clay, pedogenic structure, and darker reddish hues. Rhizocretions are common locally. Open root tubules, which are typically less than 1 mm in diameter and characteristic of small plants like grasses, are present in all Ogallala and Blackwater Draw eolian sediments. Paleosols preserved in eolian sediments of the High Plains reflect periods of sedimentation followed by episodes of landscape stability and pedogenesis, and negligible sedimentation. Episodes of sedimentation and soil development likely resulted from cyclic decreases and increases in available moisture and vegetative cover. Eolian sediments were eroded and transported eastward during dry periods when vegetation was sparse in source areas, such as the western High Plains and the Pecos Valley. During humid periods more abundant vegetation probably protected source areas from deflation, and resulted in landscape stability across the High Plains.","Gustavson, T.C.; Holliday, V.T.","","69",1999,"","","","","","","","","",""
1844665,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Quaternary continental stratigraphy, landscape evolution, and application to archeology: Jarilla piedmont and Tularosa graben floor, White Sands Missile Range, New Mexico","The upper Pleistocene-Holocene sequence in southeastern White Sands Missile Range was deposited in an eolian sand-sheet environment that interacted with gravel-depositing arroyos near the Jarilla Mountain piedmont and with mud-depositing arroyo-mouth ponds and more extensive lakes on the basin floor. The sand sheet contains ridge and swale, coppice dune, and deflation depression subenvironments. Three distinctive and locally exhumed buried soils occur within these eolian, alluvial, and lacustrine deposits. The youngest buried soil is characterized by an A to Bw to Bk (stage I) profile; the second, by a Btk (stage II) to Bk (stage I) profile; and the third, by a Btk (stage II) to K (stage III or IV) to Bk (stage II) profile. The tops of these buried soils, which in most cases are truncated, represent easily identifiable regional bounding surfaces. They separate the stratigraphic sequence into four units with approximate time spans of 0 to 100 yr B.P. (unit Q4), 100 to 7300 yr B.P. (unit Q3), 9400 to 15,000 yr B.P. (unit Q2), and about 50,000 to 250,000 yr B.P. (unit Q1). Lateral variations in unit thickness delineate eolian depocenters and areas of maximal erosion during these time spans. The stratigraphic sequence records three cyclic alternations between landscape instability, during which erosion and sedimentation took place, and landscape stability, during which the soil profiles became well developed. The initiation of the earliest two episodes of landscape instability, represented by erosion of, or deposition upon, the lower two buried soils, is attributed to climatic change toward drier conditions, which caused the breakup of the sediment-binding vegetative cover. The most recent landscape destabilization episode was initiated about 100 yr B.P. by the destruction of the desert grassland cover by cattle overgrazing. Prehistoric Holocene cultural remains largely are restricted to unit Q3 and the surface of unit Q2, or to the present surface at localities where units Q2 or Q1 are exhumed. Remains found within distinct eolian lag accumulations or within bedded arroyo sediments likely are removed from their original context, the degree to which can be estimated by the extent of incision into the soil-profile horizons. Prehistoric habitants occupied a landscape containing the ridge and swale and deflation depression eolian topography but without the current hummocky mesquite coppice dunes. © 1990 Geological Society of America.","Blair, T.C.; Clark, J.S.; Wells, S.G.","","102",1990,"","","","","","","","","",""
1844666,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Nursing of own and foster offspring by Utah prairie dogs (Cynomys parvidens)","From 1995 through 2005, I studied nursing among Utah prairie dogs (Cynomys parvidens) living under natural conditions at Bryce Canyon National Park, UT, USA. I observed 850 aboveground nursings, which involved 122 mothers and 248 juveniles from 134 litters. Most of the mothers that nursed aboveground were middle-aged, and most nursing juveniles had been coming aboveground for 1-3 weeks. Most nursings involved a single juvenile, lasted 1-10 min, and occurred between 1800 hours and 2000 hours. Seventy-five percent of nursings (598/796) involved a mother suckling her own juvenile offspring; the other 24.9% (198/796) involved a mother suckling another mother's offspring (i.e., communal nursing). Communal nursings involved juveniles of the home territory, and many communal nursings (74/198 = 37.4%) involved close kin such as half-siblings, grandoffspring, full-nieces, and full-nephews; other communal nursings (37/198 = 18.7%) involved more distant kin such as full-second cousins and full-third cousins. Of seven hypotheses that might explain the evolution of communal nursing, evidence supports the importance of two: elevated inclusive fitness via indirect selection and communal nursing as a cost of coloniality. © 2009 Springer-Verlag.","Hoogland, J.L.","","63",2009,"Coloniality; Communal nursing; Cynomys parvidens; Foster offspring; Inclusive fitness; Utah prairie dog","","","","","","","","",""
1844667,"not_duplicate","excluded","not_screened","not_started","database","scopus","","The roles of shifting and filtering in generating community-level flowering phenology","Plant phenologies are key components of community assembly and ecosystem function, yet we know little about how phenological patterns differ among ecosystems. Community-level phenological patterns may be driven by the filtering of species into communities based on their phenology or by intraspecific responses to local conditions that shift when species flower. To understand the relative roles of filtering and shifting on community-level phenological patterns we compared patterns of first flowering dates (FFD) for herbaceous species at Konza Prairie, KS, USA with those from the colder Fargo, ND, USA area and from Chinnor, England, which has a less continental climate. Comparing patterns of FFD supports that Konza's flowering patterns are potentially influenced both by filtering species that flower early in the growing season and by phenological shifting. Konza species flowering dates were earlier in the spring and later in the fall compared to Fargo, but were not shifted compared to Chinnor, which had a unique suite of early-flowering species. In all, comparing flowering phenology among three sites reveals that intraspecific responses to climate can generate phenological shifts that compress or stretch community-level phenological patterns, while novel niches in phenological space can also alter community-level patterns. Community flowering patterns related to climate suggest that climatic warming has the potential to further distribute flowering of the Konza flora over a longer period, but also could further open it to introductions of non-native species that have evolved to flower early in the season. © 2012 The Authors. Ecography © 2012 Nordic Society Oikos.","Craine, J.M.; Towne, E.G.; Wolkovich, E.M.","","35",2012,"","","","","","","","","",""
1844668,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Declines of prairie butterflies in the midwestern USA","Tallgrass prairie butterfly surveys in recent decades in four states in the USA indicate numerous declines of prairie-specialist butterflies including Speyeria idalia, Oarisma poweshiek, Atrytone arogos, Hesperia dacotae, and H. ottoe in fire-managed preserves, including large high-quality ones. These results replicate previous findings, indicating that upon initiation of conservation action, both cessation of prior management and inception of new management affect specialists negatively and that butterfly declines can be as great on reserves as non-reserves. Results at Wisconsin sites with species-specific management protocols, including permanent non-fire refugia, were more favorable for the specialists (S. idalia, Lycaeides melissa samuelis) the protocols were specifically designed to benefit. Butterfly declines after preservation will likely continue unless the conservation approach changes to include consideration of individual species' required resources and management tolerances. The ecosystem approach assumes that habitat specialists are co-evolved with processes such as fires assumed to maintain those ecosystems. Data presented here indicate that tallgrass prairie specialist butterflies are not co-evolved with current fire regimes. An alternate perspective views ecological processes as resetting vegetation to current climate and landscape conditions. Over geologic time, relict vegetation associations persist as outliers until an event resets them. In modern times, human disturbances (especially soil-exposing ones) can reset sites to favour the more generalist species (plants and butterflies) found in the prevailing, human-degraded landscape. © 2010 The Author(s).","Olsen, F.; Schlicht, D.; Swengel, A.B.; Swengel, S.R.","","15",2011,"Atrytone arogos; Burning; Butterfly declines; Hesperia dacotae; Hesperia ottoe; Lycaeides melissa samuelis; Oarisma poweshiek; Prairie management; Speyeria idalia","","","","","","","","",""
1844669,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Vegetation history of Elk Lake","A pollen record from Elk Lake reveals the character and timing of major vegetation changes in northwestern Minnesota for the past 11.6 ka, the past 10.4 ka of which are recorded by varves. Fossil pollen spectra are compared with modern pollen data to identify the closest analogues and thereby to infer past climatic changes. The late glacial Picea assemblage (ca. 11,638-10,000 varve yr) lacks an exact analogue in the modern vegetation; initially it compares most closely with modern samples from Manitoba and Saskatchewan and later it is most similar to samples from northeastern Canada. The Picea decline at Elk Lake occurs between 10,234 and 9984 varve yr. Within this interval, percentages of Larix, Juniperus, Betula, Quercus, Ulmus, and Fraxinus increase, but the pollen-accumulation rates of these and other taxa decline. The Pinus banksianaresinosa assemblage (10,000-8500 varve yr) has its closest modern analogues in northern Wisconsin and implies warmer slightly drier conditions than before. The prairie period, with high percentages of Quercus, Gramineae, and Artemisia (8500-4400 varve yr), is First matched by surface samples from central and southern Minnesota, then from southern Saskatchewan, and later from southern and central Wisconsin and Minnesota. The change in the location of the analogues suggests gradually wetter conditions after 5723 varve yr. A Quercus-Ostrya assemblage (4400-3000 varve yr) has it modern counterparts in the conifer-hardwood forest of the southern Great Lakes region, where the climate is wetter than that of the prairie period. The Pinus strobus assemblage (3000 varve yr to present) marks the development of cooler moister conditions in the late Holocene. The Elk Lake chronology was converted to radiocarbon years to compare it with other pollen records from the midwestern United States. The Picea decline is registered as a time-transgressive event, although it occurred 1000 years earlier in the west than in the east. The late glacial Ulmus maxima and the middle Holocene prairie period appear to be synchronous across the region. Discrepancies in the timing of these events are attributed to radiocarbon dating errors, which are particularly severe in the western part of the region.","Bartlein, P.J.; Watts, W.A.; Whitlock, C.","","276",1993,"","","","","","","","","",""
1844670,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Cophylogenetic assessment of New World warblers (Parulidae) and their symbiotic feather mites (Proctophyllodidae)","Host–symbiont relationships are ubiquitous in nature, yet evolutionary and ecological processes that shape these intricate associations are often poorly understood. All orders of birds engage in symbioses with feather mites, which are ectosymbiotic arthropods that spend their entire life on hosts. Due to their permanent obligatory association with hosts, limited dispersal and primarily vertical transmission, we hypothesized that the cospeciation between feather mites and hosts within one avian family (Parulidae) would be perfect (strict cospeciation). We assessed cophylogenetic patterns and tested for congruence between species in two confamiliar feather mite genera (Proctophyllodidae: Proctophyllodes, Amerodectes) found on 13 species of migratory warblers (and one other closely related migratory species) in the eastern United States. Based on COI sequence data, we found three Proctophyllodes lineages and six Amerodectes lineages. Distance- and event-based cophylogenetic analyses suggested different cophylogenetic trajectories of the two mite genera, and although some associations were significant, there was little overall evidence supporting strict cospeciation. Host switching is likely responsible for incongruent phylogenies. In one case, we documented prairie warblers Setophaga discolor harboring two mite species of the same genus. Most interestingly, we found strong evidence that host ecology may influence the likelihood of host switching occurring. For example, we documented relatively distantly related ground-nesting hosts (ovenbird Seiurus aurocapilla and Kentucky warbler Geothlypis formosa) sharing a single mite species, while other birds are shrub/canopy or cavity nesters. Overall, our results suggest that cospeciation is not the case for feather mites and parulid hosts at this fine phylogenetic scale, and raise the question if cospeciation applies for other symbiotic systems involving hosts that have complex life histories. We also provide preliminary evidence that incorporating host ecological traits into cophylogenetic analyses may be useful for understanding how symbiotic systems have evolved. © 2017 The Authors","Boves, T.J.; Diener, L.; Dowling, A.P.G.; Fiss, C.J.; Hager, S.B.; Klimov, P.B.; Larkin, J.L.; Matthews, A.E.; McNeil, D.J.; Proctor, H.C.; Raybuck, D.W.","","49",2018,"Acari; birds; coevolution; cophylogenetic analysis; cospeciation; host–symbiont; symbiosis","","","","","","","","",""
1844671,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Nutrient addition shifts plant community composition towards earlier flowering species in some prairie ecoregions in the U.S. Central Plains","The distribution of flowering across the growing season is governed by each species' evolutionary history and climatic variability. However, global change factors, such as eutrophication and invasion, can alter plant community composition and thus change the distribution of flowering across the growing season. We examined three ecoregions (tall-, mixed, and short-grass prairie) across the U.S. Central Plains to determine how nutrient (nitrogen (N), phosphorus, and potassium (+micronutrient)) addition alters the temporal patterns of plant flowering traits. We calculated total community flowering potential (FP) by distributing peakseason plant cover values across the growing season, allocating each species' cover to only those months in which it typically flowers. We also generated separate FP profiles for exotic and native species and functional group. We compared the ability of the added nutrients to shift the distribution of these FP profiles (total and sub-groups) across the growing season. In all ecoregions, N increased the relative cover of both exotic species and C3 graminoids that flower in May through August. The cover of C4 graminoids decreased with added N, but the response varied by ecoregion and month. However, these functional changes only aggregated to shift the entire community's FP profile in the tall-grass prairie, where the relative cover of plants expected to flower in May and June increased and those that flower in September and October decreased with added N. The relatively low native cover in May and June may leave this ecoregion vulnerable to disturbance-induced invasion by exotic species that occupy this temporal niche. There was no change in the FP profile of the mixed and short-grass prairies with N addition as increased abundance of exotic species and C3 graminoids replaced other species that flower at the same time. In these communities a disturbance other than nutrient addition may be required to disrupt phenological patterns.","Biederman, L.; Fay, P.; Hagenah, N.; Knops, J.; La Pierre, K.; Laungani, R.; Lind, E.; McCulley, R.; Mortensen, B.; Power, S.; Seabloom, E.; Tognetti, P.","","12",2017,"","","","","","","","","",""
1844672,"not_duplicate","included","not_screened","not_started","database","scopus","","Effects of Pleistocene climates on local environments and dietary behavior of mammals in Florida","Stable oxygen (δ18O) and carbon (δ13C) isotope values from fossil tooth enamel can be used to better understand mammalian responses to changing climates and impacts of increasing evaporative conditions on the diets of Pleistocene taxa. Previous work demonstrated dietary modification in response to interglacial warming; however, it is difficult to know if these changes resulted from changing climates, alterations of their habitat, or both. Here, we further investigate the influences of increasing evaporative conditions and changing vegetation on diets using oxygen and carbon isotopes from medium- to large-bodied herbivores from Pleistocene sites in Florida (Haile 8A, Tri-Britton, Leisey Shell Pit 1A, Inglis 1A). Bulk and serial stable isotope values indicate that Tri-Britton was the warmest and driest site with forests and C4 grasslands, and may have been able to support closely related taxa (e.g. multiple peccaries and camelids). In contrast to Tri-Briton and Leisey Shell Pit 1A, Haile 8A was the wettest site and may have represented a transitional climate. The diets of Hemiauchenia, Platygonus, and Mylohyus changed from browsing (Inglis 1A, Haile 8A) to mixed feeding (Leisey Shell Pit 1A, Tri-Britton), potentially in response to warmer temperatures and/or more arid environments. Mammut, Odocoileus, and Palaeolama maintained primarily C3 diets at all sites; however, δ13C values were greatest at Leisey Shell Pit 1A and Tri-Britton. Tapirus and Equus also had significantly greater δ13C values at Tri-Britton as compared to other sites, further suggesting more evaporative conditions. With higher temperatures and/or increased aridity, dietary generalists modified their diets more than specialists, often including a greater proportion of C4 vegetation than during cooler and/or wetter periods. Collectively, these data suggest that increased evaporative conditions during the Pleistocene may have contributed to a broader range of diets in generalist herbivores when compared to dietary specialists. © 2014 Elsevier B.V.","DeSantis, L.R.G.; Yann, L.T.","","414",2014,"Climate; Diet; Florida; Pleistocene; Relative aridity; Stable isotopes","","","","","","","","",""
1844673,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Tallgrass prairie restoration in the midwestern and eastern United States: A hands-on guide","Discusses the origins of prairie millennia Highlights restoration methods Discusses farming practices and global warming Tallgrass Prarie Restoration in theMidwest and Eastern United States: A Hands-On Guide describes all aspects of restoring tallgrass prairie. Outlined are techniques from creating a prairie from scratch to improving diversity of existing prairies. The importance of selecting species for soil type is emphasized in this book. Methods are described for soil preparation, seed collection, seed treatment for germination, and planting rates. After creating a prairie, management is essential, such as safely conducting controlled burns and eliminating aggressive alien plants. Prairie restoration is essential, not only for aesthetic beauty, but prairies provide food for a variety of insects evolved to feed on our native plants. Insects in turn sustain a population of native birds, amphibians, and reptiles. Described in detail are over 200 species of grasses and forbs most commonly found in tallgrass prairies, most with accompanying photo illustrations. An appendix outlines about 900 additional species that are occasionally found on prairies. In addition, the Springer website illustrates detailed scanned herbarium samples and scanned seeds with accompanying seed-heads. These digitally scanned samples are invaluable for positive identification. This book is recommended for students, landscapers, horticulturists, hobbyists, and land managers. About the Author: Dr. Harold W. Gardner received a Ph.D. from Penn State University in biochemistry. His primary area of research was enzymatic oxidation of fatty acids, which serve as bio-signals in higher plants and fungi. Although his research took him to Hawaii, Sweden, California, and Illinois, he spent more than 30 years in Illinois where he became obsessed with attractive prairie eco-systems. Others joined him in prairie restoration efforts, eventually becoming known as the ""Prairie Dawgs. "" The Prairie Dawgs continue their dedication to prairie restoration in Illinois. Upon retirement to a farm in Pennsylvania, Gardner discovered that prairies also thrive in the East, where he manages about 20 acres of prairie. © Springer Science+Business Media, LLC 2011 All rights reserved.","Gardner, H.W.","","",2011,"","","","","","","","","",""
1844674,"not_duplicate","excluded","not_screened","not_started","database","scopus","","An ecosystem restoration model for the Mississippi alluvial valley based on geomorphology, soils, and hydrology","Alternating braided and meandering stream flow regimes throughout the Quaternary Period have left a subtly complex landscape of depositional features within the Mississippi Alluvial Valley (MAV). Prior to European settlement, those variations produced tremendous spatial complexity and diversity within vast forested wetlands and extensive fire-maintained prairies and savannas, with the distribution of specific plant communities largely reflecting abiotic site characteristics such as geomorphology, soils, and hydrology. Agricultural development, river engineering, flood protection, and drainage projects over the past century have destroyed most of the natural vegetation and obscured the patterns of plant community distribution. Recent studies have established hydrogeomorphic criteria for wetland classification over a large part of the MAV. Detailed, spatially explicit geomorphology and soils data are available for the entire MAV, and hydrologic mapping has been completed in many areas. Thus, even in areas that are currently in agriculture, the tools exist to adapt the hydrogeomorphic classification and to develop maps of potential plant community distribution based on abiotic characteristics of sites. These Potential Natural Vegetation maps provide an indication of the multi-scale complexity that once characterized the MAV, and serve as planning tools for ecosystem restoration. © 2009, The Society of Wetland Scientists.","Foti, T.; Klimas, C.; Langston, H.; Murray, E.; Pagan, J.; Williamson, M.","","29",2009,"GIS; Hydrogeomorphic; Potential natural vegetation; Wetland classification","","","","","","","","",""
1844675,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Distinguishing climate and time in the soil record: Mass-balance trends in Vertisols from the Texas coastal prairie","Mass-balance relationships of 10 major elements in a Vertisol climosequence and chronosequence formed on alluvial terraces on the Texas Gulf Coastal Plain indicate that the soils develop characteristic element translocation patterns in response to climatic forcing and reach mass-flux equilibrium within a relatively short period of time. Vertisols within the climosequence (age 35 ka, 800-1500 mm mean annual precipitation [MAP]) approach a net mass flux of ∼-16% (±3%) of parent element contents, corresponding to a weathering flux of -1.0 × 10-3 to -1.3 x 10-3 g cm-2 yr-1, when MAP exceeds 900 mm. Net mass-flux assessments in a Vertisol chronosequence (0.4-35 ka, 1000 mm MAP) show that this equilibrium is achieved within 5-6 k.y. Below 900 mm MAP, positive net mass fluxes indicate that Vertisol profiles are gaining material (at a rate of 0.2 x 10-3 g cm-2 yr-1). Vertisols forming in drier MAP areas approach equilibrium with climate by different mechanisms and at different rates, compared to their wetter counterparts, and may not be as sensitive to millennial-scale climate shifts.","Driese, S.G.; Mora, C.I.; Robinson, A.C.; Stiles, C.A.","","31",2003,"Climate sensitivity; Mass-balance relationships; Net-mass flux analysis; Vertisols","","","","","","","","",""
1844676,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Elongate drift hills of southern Illinois","In widely separated areas through southern Illinois are low, elliptical hills of glacial origin. They are in the area of Illinoian glaciation and are somewhat segregated in the western part of the State. The common occurrence of these hills has instigated recent field studies in southwestern Illinois. The elongate drift hills surmount the uplands and are surrounded by wide expanses of the prairie plains. In some instances they are associated with the knolls of eroded moraines. Their long axes parallel approximately the present drainage lines, and, in one or two instances, they are aligned with pre-glacial drainage trends. Many of the hills show loess and till in the summit slopes and in road cuts. Others exhibit assorted and stratified drift in deeper road cuts, and certain hills apparently contain gravel cores. In many hills till is abundant, but well logs indicate appreciable thicknesses of gravel. The linear pattern of the hills, their subparallel margins, the position on the uplands, and the presence of gravel or a gravel core, together with other salient features, are considered in the paper as evidence supporting a hypothesis of glacial-fluvial origin for at least some of the hills. © 1940 Geological Society of America.","Ball, J.R.","","51",1940,"","","","","","","","","",""
1844677,"not_duplicate","included","not_screened","not_started","database","scopus","","Reconstruction of the late Pleistocene grassland of the Columbia Basin, Washington, USA, based on phytolith records in loess","Silica phytoliths preserved in three loess sections in southeastern Washington State revealed a 100000-year history of the Columbia Basin grassland. Changes in the proportion of different morphotypes indicate large shifts in vegetation composition during the last 100 ka. A low-elevation section (677 m asl) near the center of the basin provided a record of alternating xeric Festuca-Poa and mesic Festuca-Koeleria grassland. The middle-slope section (1095 m asl) supported Picea-Abies or Pinus ponderosa forest or non-analog parkland at different times. Some trees were present at or near the site even during the Last Glacial Maximum. The highest site (1220 m asl) supported Stipa-, Festuca- and Poa-dominated grassland with some Artemisia shrub during most of the late Pleistocene, but supports a coniferous forest today. Variations in vegetation can be explained as a response to changes in large-scale climatic controls. Grasslands and shrub steppe were apparently more widespread and forests more restricted than today during the marine isotope stages 2 and 4, probably as a result of cooler and drier conditions. The three new records are well correlated with previously published paleo-reconstructions based on phytolith, cicada burrow and stable isotope data from a nearby KP-1 loess section, Carp Lake pollen record, and global ice volume variations. © 2002 Elsevier Science B.V. All rights reserved.","Blinnikov, M.; Busacca, A.; Whitlock, C.","","177",2002,"Columbia Plateau; Grasslands; Modern analogs; Paleoecology; Phytoliths; Upper Pleistocene","","","","","","","","",""
1844678,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Aboriginal precedent for active management of sagebrush-perennial grass communities in the Great Basin","Until recently, most contemporary ecologists have ignored or diminished anecdotal historical accounts and anthropologists' reports about aboriginal fire in the Great Basin. Literature review shows that Indians practiced regular use of fire for many purposes, including the obvious reasons of increasing the availability of desired plants, maintaining habitats for animals used as food, and driving game during hunts. Historical accounts of prehistoric anthropogenic firing, inferences from fire-scar data, and data regarding annual production capability of representative sagebrush (Artemisia spp.)-perennial grass ecological sites indicate that prehistoric conditions were neither fuel-nor ignition-limited. According to many sources, this ""active management"" by Indians was widespread, significant, and more common than lightning-caused fires, resulting in mosaic vegetation patterns that subsequently moderated the behavior of ""natural fires."" This interaction between Indian-burning and lightning fires may have strongly influenced the pre-Euro-American settlement vegetation of the Great Basin. At the very least, the landscape was a patchwork of areas altered by aboriginal people and areas shaped primarily by bio-physical processes. Based on this prehistoric precedent, current historically unprecedented conditions (fuel load and exotic weed invasion threats), and predicted climate change, contemporary active management of sagebrush-perennial grass communities is paramount. Restoration measures should be scientifically based and tailored to achieve ecological resilience and functionality in specific sites. Prescribed fire is not always ecologically appropriate or judicious, especially in Wyoming big sagebrush (A. tridentata spp. wyomingensis) communities, so managers should consider using other alternatives where an intentional low severity distubance is deemed necessary. Properly planned active management would disrupt fuel continuity for lighthning fires, ensure ecological process and successional integrity, and benefit multiple uses on a landscape scale. © 2013 The Society for Range Management.","Kent McAdoo, J.; Schultz, B.W.; Swanson, S.R.","","66",2013,"Artemisia; aboriginal fire; disturbance; historic range of variation (HRV); rangeland restoration; resilience","","","","","","","","",""
1844679,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Geologic strip map of the moscow landing section, tombigbee river, eastern sumter county, Alabama","The Moscow Landing section on the west bank of the Tombigbee River, eastern Sumter County, western Alabama is one of the more laterally extensive (>1.5 km) and geologically diverse exposures in the Gulf coastal plain. Outcropping Upper Cretaceous and lower Paleocene strata (Maastrichtian Prairie Bluff Chalk, Danian Clayton and Porters Creek formations) are locally fossiliferous, offset by multiple normal faults, and contain records of sea-level dynamics and Cretaceous-Paleogene boundary events, providing an exceptional field laboratory for students and researchers. Herein we present a unique 9-panel geologic strip map of the Moscow Landing section and briefly describe stratigraphic units (e.g., formations, internal marker beds) and major structural features (e.g., faults) depicted therein. The map, combined with other illustrations, should serve as a guide for future visitors to this geologically significant site. © 2019 University of Georgia. All rights reserved.","Foster, C.; Savrda, C.E.","","53",2019,"","","","","","","","","",""
1844680,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Distribution patterns of Ohio stoneflies, with an emphasis on rare and uncommon species","Presently, 102 stonefly species (Plecoptera) have been reported from Ohio. All 9 Nearctic families are represented. Over 90% of the fauna exhibit a combination of broad Nearctic-widespread, eastern Nearctic-widespread, Appalachian, and eastern Nearctic-unglaciated distributions. In contrast, only 2 species display a central Nearctic-Prairie distribution. Seven species of Perlidae are likely no longer present (Acroneuria evoluta Klapálek, A. perplexa Frison, Attaneuria ruralis (Hagen), and Neoperla mainensis Banks) or have experienced marked range reductions (Acroneuria abnormis (Newman), A. frisoni Stark and Brown, and A. filicis Frison). Another nearly 31% of the fauna (32 species) are rare, uncommon, or have highly-limited distributions within the state. Twelve of these species have Appalachian distributions, and an additional 8 have eastern Nearctic-unglaciated distributions. The distributional status for each of the 32 rare/uncommon species is discussed. © This is an open access paper.","Dewalt, R.E.; Grubbs, S.A.; Pessimo, M.","","13",2013,"Midwestern; Nearctic; range reduction","","","","","","","","",""
1844681,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Morphological variation among migratory and non-migratory populations of Prairie Warblers","The two subspecies of Prairie Warblers (Dendroica discolor) differ in migratory behavior and habitat use. A concurrent study of mitochondrial DNA variation showed that behavioral differences between subspecies may persist because little gene flow occurs between subspecies. To determine whether geographic variation in morphology parallels variation in migratory behavior and mitochondrial DNA, I used measurements of museum specimens from throughout the Prairie Warbler's range. The subspecies differ in overall body size, with birds of the Florida subspecies (D. d. paludicola) significantly larger than the nominate race. Males of the subspecies differ in the extent of white coloration in the outer rectrices. These differences were apparent even among specimens collected in northern Florida and southern Georgia, where the subspecies' ranges are most proximate. Morphological differences coincide with differences in behavior and mitochondrial DNA and support the recognition of migratory and non-migratory forms of Prairie Warblers as subspecies and as potentially independent evolutionary lineages.","Buerkle, C.A.","","112",2000,"","","","","","","","","",""
1844682,"not_duplicate","excluded","not_screened","not_started","database","scopus","","Patterns and correlates of within-season breeding dispersal: A common strategy in a declining grassland songbird","Dispersal is a ubiquitous behavior with important consequences for gene flow, demography, and conservation. Some birds engage in between-year breeding dispersal, but the factors shaping variation in this behavior are not well understood. In mid-continental grasslands, preliminary evidence suggested that Grasshopper Sparrows (Ammodramus savannarum) dispersed not only between seasons, but also within breeding seasons-an apparently uncommon avian behavior. We studied a population of Grasshopper Sparrows breeding in northeastern Kansas, USA, to document the spatial and temporal patterns of within-season breeding dispersal in an experimentally managed tallgrass prairie from 2013 to 2015. We combined color-band resighting, territory mapping, and radio telemetry to quantify changes in territory density, turnover of territorial males, and dispersal distances. Density of Grasshopper Sparrows varied seasonally in management-specific ways, simultaneously increasing and decreasing in watersheds that differed in management regime. Turnover was unexpectedly high, with over half of territorial males being replaced each month. We documented over a third of males dispersing up to ∼9 km between breeding attempts. Our study provides the first comprehensive description of the patterns of within-season breeding dispersal in a grassland songbird. Our results reveal the remarkable prevalence of within-season movement in this system and the relatively large distances over which birds disperse. Such mobility has important implications for survey design and habitat management, as birds select habitat at much larger spatial scales than is generally appreciated. These results also provide foundational information for tests of alternative hypotheses explaining the ecological and evolutionary basis for such movements. © 2017 American Ornithological Society.","Boyle, W.A.; Williams, E.J.","","135",2018,"Konza Prairie; LTER; grasslands; inter-patch movement; intra-season movement; mid-season habitat shifts; territory switching","","","","","","","","",""
